,domain,path,label,length,url_length,redirection,character_@,dots_in_host_name,dots_in_path,keyword,hyphen
1824,fcpennsylvania.com,news.htm,good,27,0,0,0,0,0,0,0
1825,spotlightongames.com,chart/mj.html,good,34,0,0,0,0,0,0,0
1826,elaboreluxury.com,js/alibaba/alibaba/alibaba.php,bad,48,2,0,0,0,0,0,0
1827,31.41.44.252,module/272a5ad4a1b97a2ac874d6d3e5fff01d,bad,52,2,0,0,0,0,0,0
1828,a1d4m.kfj.cc:1611,a1d4marm,bad,26,0,0,0,0,0,0,0
1829,ontheradio.net,kmxv,good,19,0,0,0,0,0,0,0
1830,sbnation.com,mlb/players/727/darren-oliver,good,42,0,0,0,0,0,0,0
1831,bookfinder.com,author/john-w-gray/,good,34,0,0,0,0,0,0,0
1832,mercibeaucoupweddings.com,,good,26,0,0,0,0,0,0,0
1833,stringerfh.com,Onlinememorials2008.htm,good,38,0,0,0,0,0,0,0
1834,sotorentals.com,bdb37/,bad,22,0,0,0,0,0,0,0
1835,freeweb.hu,playmate/main.html,good,29,0,0,0,0,0,0,0
1836,en.wikipedia.org,wiki/Kemper_Arena,good,34,0,0,0,0,0,0,0
1837,blog.optus.com.au,>,bad,19,0,0,0,0,0,0,0
1838,facebook.com,people/Jerry-Dee-Dears/1001703334,good,46,2,0,0,0,0,0,0
1839,ezmip.com,templates/ja_purity/webscr/Processing.php,bad,51,2,0,0,0,0,0,0
1840,pressreleases.kcstar.com,?q=node/69688,good,38,0,0,0,0,0,0,0
1841,conservapedia.com,Republican_Party,good,34,0,0,0,0,0,0,0
1842,linkedin.com,directory/people/audet-2.html,good,42,0,0,0,0,0,0,0
1843,refbeg.info,bey4l1zj58mp7h913027/amF6em1hbjY2QHQtb25saW5lLmRl/xDEsdR/a2x1bXRvLmNvbQ=Message-ID:,bad,95,1,0,0,0,0,0,0
1844,realworldqualitysys.tripod.com,home.html,good,40,0,0,0,0,0,0,0
1845,houghton.edu,,good,13,0,0,0,0,0,0,0
1846,natch.free.fr,Natch.html,good,24,0,0,0,0,0,0,0
1847,www.controlyourbreath.com,pp/css_/img/webscr/cmd_/_/login_run/80df6c9086351719562ecc039a94c77a,bad,94,1,0,0,0,0,0,0
1848,youtube.com,watch?v=EzrnuOlJ584,good,31,0,0,0,0,0,0,0
1849,library.umass.edu,spcoll/dubois/?cat=72,good,39,0,0,0,0,0,0,0
1850,music.aol.com,artist/downthesun/1499087,good,39,0,0,0,0,0,0,0
1851,ourorigins.org,genealogielistfirstname.aspx?ancestor=4&Family=Deslauriers_402&lng=en,good,84,1,0,0,0,0,0,0
1852,www.bmj.com,cgi/collection/health_economics,good,43,0,0,0,0,0,0,0
1853,dovecotstudios.com,security-confirme-your-information/info/,bad,59,2,0,0,0,0,1,0
1854,tribute.ca,people/kathy-baker/4563/,good,35,0,0,0,0,0,0,0
1855,solutions.vzwshop.com,disney/,good,29,0,0,0,0,0,0,0
1856,facebook.com,jeremiah.sullivan,good,30,0,0,0,0,0,0,0
1857,facebook.com,pages/Strawberry-Creek-Shrimp-Farm/496138415503,good,60,2,0,0,0,0,0,0
1858,www.remorquesfranc.net,693d8626061e99dfbfe5554dfefe735e/Confirm.php,bad,67,1,0,0,0,0,0,0
1859,en.wikipedia.org,wiki/Gopher_(protocol),good,39,0,0,0,0,0,0,0
1860,mylittlequests.com,Paypal_Virefication/995907217cb9747d758e598f5fe9c88b/,bad,72,1,0,0,0,0,0,0
1861,ratpackimpersonators.wordpress.com,,good,35,0,0,0,0,0,0,0
1862,votecommunist.ca,candidates/,good,28,0,0,0,0,0,0,0
1863,sports.espn.go.com,nfl/playoffs/2010/news/story?id=5981573,good,58,2,0,0,0,0,0,0
1864,veromi.com,Stuart-Ackerman.aspx,good,31,0,0,0,0,0,0,0
1865,msn.foxsports.com,collegefootball/story/kansas-state-wildcats-coach-bill-snyder-works-on-second-manhattan-miracle-102011,good,120,1,0,0,0,0,0,0
1866,dns.calam-defend.com,,bad,21,0,0,0,0,0,0,0
1867,nytimes.com,2007/03/14/movies/14hutton.html,good,43,0,0,0,0,0,0,0
1868,happyones.com,genealogy/lheureux/famous/felix-marchand-ancestors.html,good,69,1,0,0,0,0,0,0
1869,home.earthlink.net,~truebadour/kksf.html,good,40,0,0,0,0,0,0,0
1870,industry-pencik.biz,tmp/pal/helps/cp.php?m=login,bad,48,2,0,0,0,0,0,0
1871,article.wn.com,view/2011/05/03/I_will_support_Barcelona_in_Champions_League_final_if_they_p/,good,92,1,0,0,0,0,0,0
1872,www.pirakasfashion.com,wp-admin/us/webscr.html,bad,46,2,0,0,0,0,0,0
1873,mylife.com,guslaruffa,good,21,0,0,0,0,0,0,0
1874,ovguide.com,mission-impossible-iii-9202a8c04000641f800000000066da51,good,67,1,0,0,0,0,0,0
1875,greatschools.org,ohio/shaker-heights/,good,37,0,0,0,0,0,0,0
1876,mls-rumors.net,20186/2011/09/report-canada-announces-roster-for-fifa-world-cup-qualifiers,good,89,1,0,0,0,0,0,0
1877,myspace.com,311,good,15,0,0,0,0,0,0,0
1878,www.ix5k.com,page/index.php,bad,27,0,0,0,0,0,0,0
1879,collegecoachesonline.com,,good,25,0,0,0,0,0,0,0
1880,findagrave.com,cgi-bin/fg.cgi?page=gr&GRid=13576991,good,51,2,0,0,0,0,0,0
1881,down.onowcdn.com,testapk/cong0917_133oth.apk,bad,44,0,0,0,0,0,0,0
1882,americanloggers.com,,good,20,0,0,0,0,0,0,0
1883,painterspaintings.com,P_mindelse-koordinaterne-dk/3a87403335ec91ac1ba5ba10d9fa0d35/,bad,83,1,0,0,0,0,0,0
1884,personal2.stthomas.edu,GCSISK/sisk.html,good,39,0,0,0,0,0,0,0
1885,locateaflowershop.com,states/MI/Reed_City.asp,good,45,0,0,0,0,0,0,0
1886,tutorgig.com,ed/Ice_Hockey_World_Championships,good,46,2,0,0,0,0,0,0
1887,programacopafaturazero.com,ID/copa-7/,bad,37,0,0,0,0,0,0,0
1888,windermereprep.com,,good,19,0,0,0,0,0,0,0
1889,conceptcarz.com,vehicle/z12714/Oldsmobile-Super-88.aspx,good,55,2,0,0,0,0,0,0
1890,chuntaacacademy.edu.bd,dropbox/domain/success.php,bad,49,2,0,0,0,0,0,0
1891,fanpop.com,spots/penguins-of-madagascar,good,39,0,0,0,0,0,0,0
1892,en.wikipedia.org,wiki/Simon_bloom,good,33,0,0,0,0,0,0,0
1893,158.195.68.10,g76gyui,bad,21,0,0,0,0,0,0,0
1894,veromi.com,Harvey-Mueller.aspx,good,30,0,0,0,0,0,0,0
1895,bizjournals.com,profiles/company/md/bethesda/lockheed_martin_corporation/2359832/,good,81,1,0,0,0,0,0,0
1896,djdj4.com,Js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,bad,77,1,0,0,0,1,0,0
1897,totalinternetexperience.sympatico.ca,,good,37,0,0,0,0,0,0,0
1898,linkedin.com,in/kevinmccosh,good,27,0,0,0,0,0,0,0
1899,4shared.com,audio/BbscooKI/Kayne_West__-_Love_Lockdown.html,good,59,2,0,0,0,0,0,0
1900,mtv.com,videos/alice-in-chains/140384/rooster.jhtml,good,51,2,0,0,0,0,0,0
1901,topix.com,city/le-center-mn,good,27,0,0,0,0,0,0,0
1902,montrealgazette.com,news/CKAC+sports+legacy+skates+into+history+traffic+tops+charts/5448900/story.html,good,102,1,0,0,0,0,0,0
1903,klldnacbalobemdc.de ,,bad,21,0,0,0,0,0,0,0
1904,fantasyhockey.usatoday.com,content/player.asp?sport=NHL&id=837,good,62,2,0,0,0,0,0,0
1905,realestate.yahoo.com,search/Georgia/Augusta/homes-for-sale,good,58,2,0,0,0,0,0,0
1906,en.goldenmap.com,Alva_Bradley,good,29,0,0,0,0,0,0,0
1907,manta.com,c/mt5h7xr/dr-mark-bergman-md,good,38,0,0,0,0,0,0,0
1908,johnadams70.com,,good,16,0,0,0,0,0,0,0
1909,baseballtips.com,howto/wood.html,good,32,0,0,0,0,0,0,0
1910,123bomb.com,watch-xieJZJqzr_k/sexo-amor-bellakera-no-es-lo-mismo.html,good,69,1,0,0,0,0,0,0
1911,en.wikipedia.org,wiki/Subnetwork,good,32,0,0,0,0,0,0,0
1912,mylanguageexchange.com,Search.asp?selX3=10,good,42,0,0,0,0,0,0,0
1913,mylife.com,robbinsdaniel,good,24,0,0,0,0,0,0,0
1914,artistopia.com,green-day,good,24,0,0,0,0,0,0,0
1915,worldsalsachampionships.com,hug/duc/,bad,36,0,0,0,0,0,0,0
1916,adventuresinhyderabadindia.blogspot.com,,good,40,0,0,0,0,0,0,0
1917,vomit.facilitandosonhos.com.br,ajuijm2.html,bad,43,0,0,0,0,0,0,0
1918,hlanz.org,billing/system/info/update/webscr/screaming/3f96519e4f59bcc6b0ddafd029bbe2e7/,bad,87,1,0,0,0,0,0,0
1919,espn.go.com,blog/nflnation/tag/_/name/ed-johnson,good,48,2,0,0,0,0,0,0
1920,ccbcy.com,,good,10,0,0,0,0,0,0,0
1921,taxnetusa.com,texas/wilson/,good,27,0,0,0,0,0,0,0
1922,lyricstime.com,diane-dufresne-j-ai-rencontr-l-homme-de-ma-vie-lyrics.html,good,73,1,0,0,0,0,0,0
1923,islamiccollege.org,54JHbjgcDLG,bad,30,0,0,0,0,0,0,0
1924,asomiyapratidin.in,fonts/font-awesome/font/auz/sam.html,bad,55,2,0,0,0,0,0,0
1925,www.devx.com,cplus/Article/41533,good,32,0,0,0,0,0,0,0
1926,imdb.com,name/nm0459552/,good,24,0,0,0,0,0,0,0
1927,innogenap.com,021ygs7,bad,21,0,0,0,0,0,0,0
1928,danielbounds.com,,good,17,0,0,0,0,0,0,0
1929,sassybella.com,2008/01/keira-knightleys-green-atonement-dress-the-best-film-costume/,good,84,1,0,0,0,0,0,0
1930,kozefanm.com,wp-content/themes/multidesign/scripts/cache/Remax/properties/,bad,74,1,0,0,0,0,0,0
1931,91.239.25.109:6892,None,bad,18,0,0,0,0,0,0,0
1932,veganvet.net,2014/01/,bad,21,0,0,0,0,0,0,0
1933,evri.com,organization/atlanta-chiefs-0x14d36e,good,45,0,0,0,0,0,0,0
1934,gulteknoofis.com,76re459/98uy76t.exe,bad,36,0,0,0,0,0,0,0
1935,jerseycitycollectionagencies.com,,good,33,0,0,0,0,0,0,0
1936,absoluteastronomy.com,topics/KBAY,good,33,0,0,0,0,0,0,0
1937,trails.com,ocean-city_new-jersey-hotels.html,good,44,0,0,0,0,0,0,0
1938,villakidsbuffetinfantil.com,Limit-id=65722/5e0e787d2488082de72af4563adaa422/,bad,76,1,0,0,0,0,0,0
1939,kipwinger.com,flash399/source/ayo/,bad,34,0,0,0,0,0,0,0
1940,digital-football.com,sports-social-media/2011/09/19/fulham-uses-interviewadvertising-wall-to-promote-social-media-channels/,good,123,1,0,0,0,0,0,0
1941,bubbleboy.8m.com,bubble-boy.html,good,32,0,0,0,0,0,0,0
1942,modis.ispras.ru,wikipedia/Category:Quebec_federal_electoral_districts.html,good,74,1,0,0,0,0,0,0
1943,proz.com,translator/1274213,good,27,0,0,0,0,0,0,0
1944,mahallebekcisi.com,Css/,bad,23,0,0,0,0,0,0,0
1945,yelp.com,biz/san-diego-chargers-san-diego,good,41,0,0,0,0,0,0,0
1946,takeahat.blogspot.com,2010/10/bordeaux-to-nimes-on-bicycle.html,good,63,2,0,0,0,0,0,0
1947,answers.com,topic/connee-boswell-1,good,34,0,0,0,0,0,0,0
1948,theworldjog.com,route/,good,22,0,0,0,0,0,0,0
1949,pipl.com,directory/name/Lafrance/Lisette,good,40,0,0,0,0,0,0,0
1950,mlb.mlb.com,mlb/history/postseason/mlb_ws_recaps.jsp?feature=1990,good,65,1,0,0,0,0,0,0
1951,wtn.net,summit2009/winners.html,good,31,0,0,0,0,0,0,0
1952,graduates.com,ss.aspx?id=104648,good,31,0,0,0,0,0,0,0
1953,stereopirate.com,?p=4421,good,24,0,0,0,0,0,0,0
1954,tools.ietf.org,html/rfc492,good,26,0,0,0,0,0,0,0
1955,pipl.com,directory/people/Robert/Baldwin,good,40,0,0,0,0,0,0,0
1956,atpworldtour.com,Tennis/Tournaments/Montreal.aspx,good,49,2,0,0,0,0,0,0
1957,amazon.com,Grand-Strategy-Roman-Empire-D/dp/0801821584,good,54,2,0,0,0,0,0,0
1958,ebay.com,itm/1982-Fleer-446-Biff-Pocoroba-/360104263352,good,55,2,0,0,0,0,0,0
1959,www.vismoke.com,_vti_img/webscr.php?cmd=_login-run&dispatch=142949df56ea8ae0be8b5306971900a4c81e728d9d4c2f636f067f89cc14862c,bad,124,1,0,0,0,0,0,0
1960,realestate.canada.oodle.com,cotedesneigesnotredamedegrace_montreal-qc/,good,70,1,0,0,0,0,0,0
1961,winterrosedesigns.blogspot.com,,good,31,0,0,0,0,0,0,0
1962,saludocupacionalenaccion.com,Gdoccc/,bad,36,0,0,0,0,0,0,0
1963,melbay.com,authors.asp?author=136,good,33,0,0,0,0,0,0,0
1964,www-personal.umich.edu,~zenith/in-nomine/,good,41,0,0,0,0,0,0,0
1965,en.wikipedia.org,wiki/Chris_Ward_(baseball),good,43,0,0,0,0,0,0,0
1966,usa-people-search.com,Find-Frances-Starnes.aspx,good,47,2,0,0,0,0,0,1
1967,canada.com,montrealgazette/news/weekendreligion/story.html?id=d8e869f9-72ee-446c-b4cd-c01cbeaeb7f8,good,98,1,0,0,0,0,0,0
1968,limerickleader.ie,news/local/full_draw_and_tee_times_for_jp_mcmanus_invitational_pro_am_at_adare_1_2192467,good,106,1,0,0,0,0,0,0
1969,'www.spo-world.co.kr,js/index.htm?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fmtbruqjus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',bad,135,1,0,0,0,1,0,0
1970,jmriba.endoterapiavegetal.com,HfgfvhTR5,bad,39,0,0,0,0,0,0,0
1971,scvhistory.com,scvhistory/lw2078.htm,good,36,0,0,0,0,0,0,0
1972,florimat.com,classe/new/websrc.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e39fea6d363d8408f87dec1afecb66d6a39fea6d363d8408f87dec1afecb66d6a,bad,191,1,0,0,0,0,0,0
1973,trulia.com,CA/Oakland/94619/,good,28,0,0,0,0,0,0,0
1974,worthpoint.com,worthopedia/david-lachapelle-sexy-photo-lot-76469811,good,67,1,0,0,0,0,0,0
1975,thefreedictionary.com,pilot+biscuits,good,36,0,0,0,0,0,0,0
1976,embratoor.ahlamontada.com,,bad,26,0,0,0,0,0,0,0
1977,biotech-br.com,d9GZUV34t/UTiDV2jJWox3fQ.php,bad,43,0,0,0,0,0,0,0
1978,en-gb.facebook.com,dave.doe,good,27,0,0,0,0,0,0,0
1979,www.crpc.rice.edu,newsletters/,good,30,0,0,0,0,0,0,0
1980,www.meau.com,eprise/main/sites/public/PRODUCTS/Industrial_Sewing_Equipment/default,good,82,1,0,0,0,0,0,0
1981,disneydreaming.com,category/disney-channel/,good,43,0,0,0,0,0,0,0
1982,www.gamespot.com,ps2/adventure/lordoftheringsthefotr/,good,53,2,0,0,0,0,0,0
1983,foxnews.com,topics/football/oakland-raiders.htm,good,47,2,0,0,0,0,0,0
1984,paypal.com.gi.bin.webscr.cmd.low.session.xpyeoxnw9f.ucqby49gxdnjvq87gwbltm5.7g.tw.dispatc.steampunk.net.au,,bad,107,1,0,0,1,0,1,0
1985,ideas.repec.org,p/ise/isegwp/wp22008.html,good,41,0,0,0,0,0,0,0
1986,www.silvatennis.nl,wp-content/dknets1/,bad,38,0,0,0,0,0,0,0
1987,blogs.telegraph.co.uk,sport/garethadavies/100016827/rain-check-british-mixed-martial-artists-in-the-ufc/,good,104,1,0,0,0,0,0,0
1988,cch.or.kr,board/data/member,bad,27,0,0,0,0,0,0,0
1989,en.wikipedia.org,wiki/Allan_F._Nicholls,good,39,0,0,0,0,0,0,0
1990,stuffaboutnames.com,amanda/actors.htm,good,37,0,0,0,0,0,0,0
1991,vintagecardprices.com,baseball-card-price-guide.htm,good,51,2,0,0,0,0,0,0
1992,www.gamepro.com,sony/ps2/games/reviews/25341.shtml,good,50,2,0,0,0,0,0,0
1993,stuffaboutnames.com,duffy/index.htm,good,35,0,0,0,0,0,0,0
1994,mylife.com,c-2755894,good,20,0,0,0,0,0,0,0
1995,www.soloricette.net,RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/update.php,bad,161,1,0,0,0,0,0,0
1996,climairuk.com,h32k491o,bad,22,0,0,0,0,0,0,0
1997,archive.org,stream/namesofforeigner00eglew/namesofforeigner00eglew_djvu.txt?keepThis=true&TB_iframe=true&height=768&width=1024,good,126,1,0,0,0,0,0,0
1998,stopfordagency.com,marco-costa,good,30,0,0,0,0,0,0,0
1999,theclassicporn.com,actor/Candy%20Samples.html,good,45,0,0,0,0,0,0,0
2000,en.wikipedia.org,wiki/Linda_Sullivan,good,36,0,0,0,0,0,0,0
2001,band-in-a-box.com,,good,18,0,0,0,0,0,0,1
2002,rubialage.com.br,store/css/thankyou.php,bad,39,0,0,0,0,0,0,0
2003,gradcracker.com,programme/133/amey/amey-graduate-development-pathways/148,good,73,1,0,0,0,0,0,0
2004,openssl.org,docs/fips/SecurityPolicy-1.1.1.pdf,good,46,2,0,0,0,1,0,0
2005,liveon.comze.com,kl/submit.php?action=login,bad,43,0,0,0,0,0,0,0
2006,paypal--confirmation.it.allprojectors.co.nz,confirmation/692d9bc42a719652ca3c98be9a78e1b8/Processing1.php?amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43655e1de3efd959fa0688de52081923438b5e1de3efd959fa0688de52081923438b&amp;cmd=_Processing,bad,267,1,0,0,1,0,1,1
2007,acadian.org,namevar.html,good,24,0,0,0,0,0,0,0
2008,hallmarkteam.com,wp-content/themes/hot/done/auth/view/share/index.html,bad,70,1,0,0,0,0,0,0
2009,www.microsoft.com,mspress/books/sampchap/4790.aspx,good,50,2,0,0,0,0,0,0
2010,n2000indonesia.com,administrator/components/com_blankcomponent/index.htm,bad,72,1,0,0,0,0,0,0
2011,viarail.ca,en/stations/list,good,27,0,0,0,0,0,0,0
2012,music.yahoo.com,klein-m-b-o/,good,28,0,0,0,0,0,0,0
2013,casscounty.com,recorder/recorder.html,good,37,0,0,0,0,0,0,0
2014,www.punksoftware.com,ubericon,good,29,0,0,0,0,0,0,0
2015,tools.ietf.org,html/rfc1936,good,27,0,0,0,0,0,0,0
2016,daniel-lau.com,blog/wp-includes/images/other/,bad,45,0,0,0,0,0,0,0
2017,gulsproductions.com,index-2.php,bad,31,0,0,0,0,0,0,0
2018,pjbimyx.chromeupdate.top,,bad,25,0,0,0,0,0,0,0
2019,bookrags.com,biography/george-cooper-stevens/,good,45,0,0,0,0,0,0,0
2020,www.cplusplus.com,doc/tutorial/,good,31,0,0,0,0,0,0,0
2021,paypal.ca.9796.secure2q.mx,images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=8b4dfa3fd667ef1ca4a12d97b125ba29,bad,99,1,0,0,1,0,1,0
2022,adepalma.com,newll.html,bad,23,0,0,0,0,0,0,0
2023,velociter.in,knby545,bad,20,0,0,0,0,0,0,0
2024,iipm.me,pay/studentInfoForm.php,bad,31,0,0,0,0,0,0,0
2025,pipl.com,directory/name/Maisonneuve,good,35,0,0,0,0,0,0,0
2026,soccerladuma.co.za,news/article/south-africa/tuks-confirm-trio-signing,good,70,1,0,0,0,0,1,0
2027,www.milekft.hu,open_a.html,good,26,0,0,0,0,0,0,0
2028,leofrank.org,tom-watson/,good,24,0,0,0,0,0,0,0
2029,absoluteastronomy.com,topics/Bruce_Reitherman,good,45,0,0,0,0,0,0,0
2030,www.sundance-communications.com,installers/,good,43,0,0,0,0,0,0,0
2031,feelingswithoutcolour.blogspot.com,2011/11/yaw.html,good,51,2,0,0,0,0,0,0
2032,turkeyhillhobbies.com,,good,22,0,0,0,0,0,0,0
2033,thediplomat-press.com,2015/06/87696/Americas-asia-policy-the-new-reality/,bad,73,1,0,0,0,0,0,0
2034,monstropedia.org,index.php?title=Fury,good,37,0,0,0,0,0,0,0
2035,ns1763.ca,bio/7bio-35580-corne1703.html,good,39,0,0,0,0,0,0,0
2036,music.yahoo.com,stewart-francke/,good,32,0,0,0,0,0,0,0
2037,www.vipmilena.com,~demo/_vti_dwd/Chased/login.php,bad,49,2,0,0,0,0,0,0
2038,latavolamarche.blogspot.com,2009/09/eating-your-way-through-le-marche.html,good,74,1,0,0,0,0,0,0
2039,en.wikipedia.org,wiki/Frantisek_Perina,good,38,0,0,0,0,0,0,0
2040,timkavanagh.eu,.confirm,bad,23,0,0,0,0,0,1,0
2041,mbna.3owl.com,nat/zizo.php,bad,26,0,0,0,0,0,0,0
2042,videosurf.com,Sports/AL,good,23,0,0,0,0,0,0,0
2043,usa-people-search.com,Find-James-Jones-Longview-TX.aspx,good,55,2,0,0,0,0,0,1
2044,mp3raid.com,music/arashi_wish.html,good,34,0,0,0,0,0,0,0
2045,greenprophet.com,2011/03/four-steps-to-green-hajj/,good,50,2,0,0,0,0,0,0
2046,cortlandil.org,index.asp?Type=B_EV&SEC=%7B48AF31D9-8EA8-47DA-A8B9-EF971F79114E%7D&DE=%7B25162639-8CED-4DF7-8BE3-79F91EDB5880%7D,good,127,1,0,0,0,0,0,0
2047,barnesandnoble.com,w/bitchin-kitchen-cookbook-nadia-giosia/1100269381,good,69,1,0,0,0,0,0,0
2048,webmail.mhcable.com,secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=0d5f7ba0868feaf5694d294383bd448c0d5f7ba0868feaf5694d294383bd448c,bad,158,1,0,0,0,1,1,0
2049,albumstaticlullaby.blogspot.com,,good,32,0,0,0,0,0,0,0
2050,music.yahoo.com,lovehatehero/,good,29,0,0,0,0,0,0,0
2051,hobartclassof79.com,,good,20,0,0,0,0,0,0,0
2052,mediagallery.usatoday.com,Paul+Pierce,good,37,0,0,0,0,0,0,0
2053,411.ca,business/profile/4049275/?lang=en,good,40,0,0,0,0,0,0,0
2054,sporcle.com,games/peoplesmm/movedteams,good,38,0,0,0,0,0,0,0
2055,studentsmetro.com,textbooks/college-textbooks-for-sale/,good,55,2,0,0,0,0,0,0
2056,linkedin.com,in/robmkimmons,good,27,0,0,0,0,0,0,0
2057,ebay.com,sch/sis.html?_nkw=Donald+Trump+Apprentice+Stefanie+Schaeffer+signed+8x10,good,81,1,0,0,0,0,0,0
2058,nfl.com,stats/categorystats?tabSeq=2&statisticCategory=RUSHING&conference=ALL&role=OPP&season=2009&seasonType=REG,good,113,1,0,0,0,0,0,0
2059,antonline.com,p_22185-GA_336308.htm,good,35,0,0,0,0,0,0,0
2060,www.devarticles.com,c/a/Visual-Basic/Accessing-the-Windows-API-in-Visual-Basic/,good,79,1,0,0,0,0,0,0
2061,mmmacldnndkdalom.ga ,,bad,21,0,0,0,0,0,0,0
2062,news.bbc.co.uk,sport2/hi/other_sports/american_football/default.stm,good,67,1,0,0,0,0,0,0
2063,fanbase.com,Minnesota-Twins-1970/roster,good,39,0,0,0,0,0,0,0
2064,fly.hiwaay.net,~dumont/d0000/g0000003.html,good,42,0,0,0,0,0,0,0
2065,mercantilexcelsior.com,redfly/rect.php,bad,38,0,0,0,0,0,0,0
2066,www.qualityacoustic.comcastbiz.net,8976fyvgg,bad,44,0,0,0,0,0,0,0
2067,south-africa-loves-football.blogspot.com,2011/10/banyana-preparing-for-london-olympics.html,good,91,1,0,0,0,0,0,1
2068,diamonddynastyvirginhair2.com,Ali/login.jsp.htm,bad,47,2,0,0,0,0,0,0
2069,klinkhoff.com,blog/inside.art/klinkhoffs-sale-of-important-morrice-canvas-tops-current-auction-record,good,101,1,0,0,0,0,0,0
2070,en.wikipedia.org,wiki/Kamala_Harris,good,35,0,0,0,0,0,0,0
2071,p4tv.com,fighter_stats_page.php?list_fighter_id=345,good,51,2,0,0,0,0,0,0
2072,japaneseguesthouses.com,maps/okinawa.htm,good,40,0,0,0,0,0,0,0
2073,dipity.com,pbcovers/1959/,good,25,0,0,0,0,0,0,0
2074,casualauditwebadminservice.atwebpages.com,login.php,bad,51,2,0,0,0,0,0,0
2075,colorado.edu,physics/phys1230/phys1230_fa01/topic51.html,good,56,2,0,0,0,0,0,0
2076,ch05yu.com,93f654fbaaa417627e23135d7f8e3e9d/login.php,bad,53,2,0,0,0,0,0,0
2077,submit.poseert.com,None,bad,18,0,0,0,0,0,0,0
2078,harpercollins.com,books/Patton-Carlo-Deste/,good,43,0,0,0,0,0,0,0
2079,ncbi.nlm.nih.gov,pubmed/7896715,good,31,0,0,0,0,0,0,0
2080,thebestdoctor.in,cr9LnN4qQu/cr9LnN4qQu,bad,38,0,0,0,0,0,0,0
2081,en.wikipedia.org,wiki/KGB,good,25,0,0,0,0,0,0,0
2082,paypal-cgi-bin.webcscr-cmd.login-submit.dispagch.cmd.login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9271394037.cindependencia.net,us/cgi-bin/webscrcmd=_login-submit/render-content&content_ID=securityonline_security_center/,bad,245,1,0,0,1,0,1,1
2083,sodahead.com,entertainment/who-are-your-favorite-movie-stars-of-the-30s40s50s-some-of-them-are-no-loger-with-us-but-we/question-336677/?page=6,good,142,1,0,0,0,0,0,0
2084,ask.az,chat/cgi-bin/source.php,bad,30,0,0,0,0,0,0,0
2085,plchoir.org,music,good,17,0,0,0,0,0,0,0
2086,worldlegionofpower.com,css/dropbox/dropbox/,bad,43,0,0,0,0,0,0,0
2087,blockbuster.com,browse/catalog/personDetails/63796,good,50,2,0,0,0,0,0,0
2088,be.linkedin.com,pub/charles-andr%C3%A9-gonthier/6/6b1/b55,good,57,2,0,0,0,0,0,0
2089,kp2020.org,,good,11,0,0,0,0,0,0,0
2090,www.cabq.gov,airport/,good,21,0,0,0,0,0,0,0
2091,masternaturalistesva.com,MD/nw-logon.php,bad,40,0,0,0,0,0,0,0
2092,www.sportsfanfare.com,affiliate-program.html,good,44,0,0,0,0,0,0,0
2093,tools.ietf.org,html/rfc1800,good,27,0,0,0,0,0,0,0
2094,freebase.com,view/en/trans_world_airlines,good,41,0,0,0,0,0,0,0
2095,reshippie.net,genealogy/carr.html,good,33,0,0,0,0,0,0,0
2096,www.julianorodrigues.com.br,~mpolvora/accounts.department.online.team/webscr.php,bad,80,1,0,0,0,1,0,0
2097,yfrog.com,15kvvz,good,16,0,0,0,0,0,0,0
2098,123people.co.uk,s/peter+jenkins,good,31,0,0,0,0,0,0,0
2099,mindspring.com,~felinefrenzy/montreal.html,good,42,0,0,0,0,0,0,0
2100,flixster.com,user/poguite,good,25,0,0,0,0,0,0,0
2101,mxpa14.com,None,bad,10,0,0,0,0,0,0,0
2102,123people.com,s/bob+mantha,good,26,0,0,0,0,0,0,0
2103,picosecond.com,,good,15,0,0,0,0,0,0,0
2104,ckuik.com,Diane_Dufresne__,good,26,0,0,0,0,0,0,0
2105,www.platinumrealtygroup.com.au,blog/coupons,bad,43,0,0,0,0,0,0,0
2106,canada.com,nanaimodailynews/news/story.html?id=5734623,good,54,2,0,0,0,0,0,0
2107,www.forensic.zyns.com,monitor/images/Smartzh131225.24.gif,bad,57,2,0,0,0,0,0,0
2108,pro-historia.com,,good,17,0,0,0,0,0,0,0
2109,nl.linkedin.com,pub/paul-meeuwissen/9/50/A01,good,44,0,0,0,0,0,0,0
2110,imdb.com,name/nm0001514/,good,24,0,0,0,0,0,0,0
2111,istatewomensbasketball.com,coaching-staff.cfm,good,45,0,0,0,0,0,0,0
